problem_id,algorithm,heuristic,no_of_blocks,plan_found,plan_length,nodes_expanded,time_taken
bw-5-168-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.19
bw-5-168-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.32
bw-5-168-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.19
bw-5-168-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.40
bw-5-168-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.35
bw-5-168-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.21
bw-5-168-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.32
bw-5-168-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.16
bw-5-168-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.22
bw-5-168-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,9,1.31
bw-5-168-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,4,4,1.13
bw-5-168-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.21
bw-5-168-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.21
bw-5-168-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.25
bw-5-168-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,14,14,1.25
bw-5-168-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.16
bw-5-168-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.17
bw-5-168-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.16
bw-5-168-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.18
bw-5-168-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.24
bw-5-168-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.17
bw-5-168-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.25
bw-5-168-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.28
bw-5-168-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.21
bw-5-168-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.23
bw-5-168-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.20
bw-5-168-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.22
bw-5-168-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.18
bw-5-168-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.23
bw-5-168-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,12,12,1.42
bw-5-168-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.37
bw-5-168-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,4,4,1.14
bw-5-168-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.18
bw-5-168-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,8,8,1.38
bw-5-168-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.21
bw-5-168-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,14,14,1.45
bw-5-168-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.18
bw-5-168-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,10,10,1.18
bw-5-168-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",5,True,6,6,1.15
bw-50-6176-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,156,156,65.47
bw-50-6176-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,160,207,29.91
bw-50-6176-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.06
bw-50-6176-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,154,717,110.40
bw-50-6176-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,170,206,30.64
bw-50-6176-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.30
bw-50-6176-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,158,550,53.04
bw-50-6176-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,154,155,21.83
bw-50-6176-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,172,235,93.27
bw-50-6176-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,152,157,21.67
bw-50-6176-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.04
bw-50-6176-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.04
bw-50-6176-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.00
bw-50-6176-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.69
bw-50-6176-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,162,162,23.39
bw-50-6176-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,174,174,25.65
bw-50-6176-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,162,163,23.32
bw-50-6176-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.05
bw-50-6176-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.15
bw-50-6176-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,156,158,21.57
bw-50-6176-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,166,733,95.37
bw-50-6176-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.07
bw-50-6176-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.08
bw-50-6176-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,172,416,141.00
bw-50-6176-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,172,173,24.65
bw-50-6176-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.18
bw-50-6176-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,156,163,65.63
bw-50-6176-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,152,184,27.65
bw-50-6176-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.03
bw-50-6176-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,150,158,23.16
bw-50-6176-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,162,165,20.30
bw-50-6176-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,174,268,40.06
bw-50-6176-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.05
bw-50-6176-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,160,163,122.64
bw-50-6176-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,152,155,21.41
bw-50-6176-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.05
bw-50-6176-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.05
bw-50-6176-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,168,175,22.54
bw-50-6176-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,166,168,132.72
bw-50-6176-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,178,180,25.37
bw-50-6176-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,158,164,51.79
bw-50-6176-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.36
bw-50-6176-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.09
bw-50-6176-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,168,168,22.73
bw-50-6176-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.04
bw-50-6176-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,172,219,33.78
bw-50-6176-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.06
bw-50-6176-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.07
bw-50-6176-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,True,158,236,33.40
bw-50-6176-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",50,False,0,0,300.05
bw-6-4532-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.28
bw-6-4532-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,23,1.39
bw-6-4532-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.22
bw-6-4532-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,29,1.58
bw-6-4532-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,8,8,1.21
bw-6-4532-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.26
bw-6-4532-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.30
bw-6-4532-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.27
bw-6-4532-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.31
bw-6-4532-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.23
bw-6-4532-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.21
bw-6-4532-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.22
bw-6-4532-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.36
bw-6-4532-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.24
bw-6-4532-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,20,1.32
bw-6-4532-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,8,8,1.39
bw-6-4532-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.46
bw-6-4532-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.25
bw-6-4532-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,15,1.43
bw-6-4532-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,8,8,1.35
bw-6-4532-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,8,8,1.38
bw-6-4532-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.27
bw-6-4532-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,6,6,1.31
bw-6-4532-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.26
bw-6-4532-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,18,1.45
bw-6-4532-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,8,8,1.34
bw-6-4532-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,18,1.32
bw-6-4532-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.31
bw-6-4532-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.22
bw-6-4532-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,17,1.27
bw-6-4532-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.22
bw-6-4532-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.28
bw-6-4532-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.26
bw-6-4532-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.28
bw-6-4532-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.25
bw-6-4532-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.29
bw-6-4532-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.27
bw-6-4532-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.26
bw-6-4532-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.24
bw-6-4532-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.25
bw-6-4532-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.32
bw-6-4532-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.22
bw-6-4532-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.24
bw-6-4532-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.27
bw-6-4532-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.25
bw-6-4532-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.26
bw-6-4532-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.33
bw-6-4532-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.24
bw-6-4532-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.29
bw-6-4532-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,24,1.36
bw-6-4532-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.36
bw-6-4532-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.28
bw-6-4532-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.20
bw-6-4532-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.41
bw-6-4532-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,6,6,1.20
bw-6-4532-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.24
bw-6-4532-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,18,1.49
bw-6-4532-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.46
bw-6-4532-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.25
bw-6-4532-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.42
bw-7-6874-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,6,6,1.34
bw-7-6874-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.33
bw-7-6874-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,20,1.53
bw-7-6874-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.45
bw-7-6874-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.42
bw-7-6874-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,34,1.54
bw-7-6874-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.48
bw-7-6874-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,17,1.34
bw-7-6874-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.25
bw-7-6874-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.24
bw-7-6874-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.39
bw-7-6874-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.33
bw-7-6874-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,33,1.53
bw-7-6874-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,24,24,1.42
bw-7-6874-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.34
bw-7-6874-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.40
bw-7-6874-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.39
bw-7-6874-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.55
bw-7-6874-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.53
bw-7-6874-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.27
bw-7-6874-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.44
bw-7-6874-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.38
bw-7-6874-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.51
bw-7-6874-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.37
bw-7-6874-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.61
bw-7-6874-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,22,1.44
bw-7-6874-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.29
bw-7-6874-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.27
bw-7-6874-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.31
bw-7-6874-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.44
bw-7-6874-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.41
bw-7-6874-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.54
bw-7-6874-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.40
bw-7-6874-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,17,1.34
bw-7-6874-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.25
bw-7-6874-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.41
bw-7-6874-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,56,1.81
bw-7-6874-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.30
bw-7-6874-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.30
bw-7-6874-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.36
bw-7-6874-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,24,1.49
bw-7-6874-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,22,1.44
bw-7-6874-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.22
bw-7-6874-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.39
bw-7-6874-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.46
bw-7-6874-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,22,22,1.44
bw-7-6874-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.27
bw-7-6874-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.19
bw-7-6874-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.37
bw-7-6874-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.37
bw-7-6874-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.38
bw-7-6874-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,19,1.40
bw-7-6874-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,10,10,1.25
bw-7-6874-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.35
